OTUID,Kingdom,Phylum,Class,Order,Family,Genus,Species
dec2ffda5d642479de710cd06e5c5522,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,NA,NA
e045ab3d5b556f06277c99a71054b6b3,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Porcincola,s__Porcincola intestinalis
e2189d7515d65dcaadf6854337807d89,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales_A_737866,f__Succinivibrionaceae,g__WG-1,s__WG-1 sp000222855
e2a0de7a18f87feb0983b22a68b31e7e,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Peptostreptococcales,f__Anaerovoracaceae,g__Mogibacterium,s__Mogibacterium diversum
e5b4ce5e9e79c2e0bc16b5fa291db289,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,NA,NA
e6d09a8e54d159a13bed3b16930625c3,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Clostridiales,f__Clostridiaceae_222000,g__Clostridium_T,s__Clostridium_T celatum
e6dc10857f236a5dd7763d0602e78e98,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__NS11-12g_892060,f__UKL13-3,g__UKL13-3,s__
e7b8c6755e4d325f4e7284c6950f9bab,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,g__Faecousia,s__Faecousia sp000434635
e95525c9ea95129c6af616fa76ef218a,d__Bacteria,NA,NA,NA,NA,NA,NA
e9a7861415ac2c76df02ff53cb2a1df5,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Acutalibacteraceae,g__UBA737,s__UBA737 sp900547445
ea3a115daf2cd6749a58a59fde524f7f,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__TANB77,f__CAG-508,g__,s__
eb113298103ca8d4e8850a58a79e7a61,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,NA,NA,NA,NA
ec33919713c0a1428c69efd69aaa7d82,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Christensenellales,f__CAG-138,g__PeH17,s__PeH17 sp000435055
edc9ac765b3715395756f4bf2694073b,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Sporomusales_A_41697,f__Sporomusaceae,g__Sporomusa,NA
ef3b673735ae555812519ab839451b8c,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales_877923,f__Flavobacteriaceae,NA,NA
efbdbb9eef02905a0d77d7c3545be485,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Ruminococcaceae,NA,NA
f091303bc4b25879892c8f1d9ac4849c,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Akkermansiaceae,g__Akkermansia,s__Akkermansia muciniphila_D_776786
f0ee28d7b1f8058ce22256380ea7960b,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales_660879,f__Moraxellaceae,g__Psychrobacter,s__Psychrobacter fulvigenes
f0f62b186d34bf1f3ef798f4195ba368,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Coprococcus_A_187866,s__Coprococcus_A_187866 catus
f3429b8387af5b989993e5d2e6f055b1,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Fructilactobacillus,s__Fructilactobacillus sanfranciscensis
f34f39e0a53152be9fb8783aad92a0dc,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__14-2,s__14-2 sp001940225
f4833e03efe36dd4b7bd4131857fe028,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Anaerostipes,NA
f550d0908981efa83ab7f83b3b6dc924,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,NA,NA
f5771affeb15cb2e9748fcff91990a56,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Oliverpabstia,s__Oliverpabstia intestinalis
f583f18d19bad6d29c9a191f23808389,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Ruminococcaceae,g__Faecalibacterium,s__Faecalibacterium prausnitzii_C_71351
f59f140f496b26c79d3fcbf474346a11,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Christensenellales,f__,g__,s__
f6072d85ea54b562df275a2486dc3527,d__Bacteria,p__Synergistota,c__Synergistia,o__Synergistales,f__Aminobacteriaceae,g__CAJPSE01,s__CAJPSE01 sp003860125
f6f98e13715dd90f8139dd1cf75ad27e,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales_993777,f__Leptotrichiaceae,g__Leptotrichia_A_993758,s__
f79d90c185854893dfb246ed6cd7242f,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Ruminococcaceae,g__Ruminococcus_C_58660,s__Ruminococcus_C_58660 callidus
f8e4c5b156bbd643ffb3d4fc7514f828,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__Duncaniella,s__
f9e981ffa46071c875978665be6a402a,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Acutalibacteraceae,g__,s__
fbd5c2c9f09f026db383151bae541fbd,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_592524,f__Burkholderiaceae_A_580492,g__Caballeronia,NA
fc731cd212b078e2c3407d01c1ad4d77,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Acutalibacteraceae,g__Ruminococcus_E,NA
fd7c14856b41bdd3825552235fa3fdf8,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,NA,NA,NA
feea5a3467787ecd28b61c7136a15902,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,g__Lawsonibacter,s__Lawsonibacter sp014287875
ff16639cddddbb758f413016aa23aad4,d__Bacteria,NA,NA,NA,NA,NA,NA
00957c6d3330ac5ee400377b48929046,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales_877923,f__Flavobacteriaceae,g__Flavobacterium,NA
0248a1b5d34cebd094117a990df6b6a1,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Mediterraneibacter_A_155507,NA
037141ee683f5ce49338e4edf551a41f,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,NA,NA,NA
037ba9dd61a4563cc3248c81d090f327,d__Bacteria,NA,NA,NA,NA,NA,NA
040156533574fa4ec04b54ee3f1fe9cf,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,g__CAG-83,s__CAG-83 sp900545585
048007db06d97868f95a28cc442d42bf,d__Bacteria,p__Planctomycetota,c__Planctomycetia,o__Gemmatales,f__Gemmataceae,NA,NA
049704221f33f9d4a2fd38930cd1224f,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Christensenellales,f__CAG-74,g__SFMI01,s__
0503cc80a7e149898acb99d17ffef44e,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Clostridiales,f__Clostridiaceae_222000,g__Clostridium_P,s__Clostridium_P tarantellae
050d03e07edfe50b932c048748700d54,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Christensenellales,f__CAG-138,g__PeH17,s__PeH17 sp000435055
07549fe2e9c744e5ba1f7d9a67ee639e,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Ruminococcaceae,NA,NA
084c43b4f63319e674db58bcdd848683,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,NA,NA
092e55e6daed30f2a78ea0c54f213151,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,g__ER4,s__ER4 sp900317525
09ba64993ce2812002d89c9b2ca8e417,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Acetitomaculum,s__
0acdf283ba14ca5cf7006874f0e70102,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Solirubrobacteraceae_405335,g__Patulibacter,s__Patulibacter americanus
0b9d793446964fcf6da760850f057ce2,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,NA
0bec42bb78dd8c3ee9c381f3a17ed940,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,g__Limivicinus,s__
0c87e11533b03e8a69878a0c0c2d8616,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes_A_871400,s__Alistipes_A_871400 communis
0e09cc82989c1de4f84c8d80f3ff65c3,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Bifidobacteriaceae,g__Bifidobacterium_388775,NA
0e3f37f94a212e31fb5eec45f37fc6e4,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Fimimorpha,s__
0e7a8d40f4b8ba3f2997cd74b2e8737a,d__Bacteria,p__Chloroflexota,c__Chloroflexia,NA,NA,NA,NA
0e7f5561ba11798158eb4e1a13b4497d,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Monoglobales,f__Monoglobaceae,g__Monoglobus,s__Monoglobus pectinilyticus
0f18655692e078d7ac4bcfca48c087c7,d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__Nanosyncoccaceae,g__UBA2834,s__UBA2834 sp004561445
0f6d17fe6c6d4df4d83ec29d1aa77a67,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,NA,NA
0f986cd60ba96e494493fe838de6c5f6,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae,g__Hymenobacter_910554,s__Hymenobacter sp007713685
0fbe9301a431a567d6c1702b47d12c7a,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides_H,s__Bacteroides_H faecichinchillae
109d38667895e9d2ccd10ecab5e4e705,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,g__Limivicinus,s__Limivicinus sp002320035
10a4ef53cbf0e0448d27fe33bccb400c,d__Bacteria,p__Elusimicrobiota,c__Elusimicrobia_984208,o__Elusimicrobiales,f__Elusimicrobiaceae,g__UBA1436,s__UBA1436 sp002159705
10a69c8a3207ff072a9d30a04152b35b,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__UBA6382,s__UBA6382 sp900316315
153b9024165c082b64a3d2bb2b402ae8,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__CAG-272,g__QALR01,s__
15705c32daf8450c9a91429f47e3daea,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes_A_871404,s__
15b3c7d56e390be80bbf46fc5ffa19c0,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,g__Sporobacter,NA
1664a43e97334975d5ec5258f1a1b2dc,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Christensenellales,f__CAG-917,g__CAG-349,s__
16690787ae3a36f8f8a4f5f4fcafc855,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales_A_737866,f__Succinivibrionaceae,g__Succinivibrio,NA
16b33f5d02cbfe0ade7f83b518cfa34d,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,NA,NA
1722076e7f1b9fee94a900d01008f79f,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,NA,NA,NA
172286e2f9943f79b7e66f85de796e55,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Gordonia_B_376796,NA
17a096031de97ebb458eceba5df53065,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_595427,f__Burkholderiaceae_A_595427,g__Duodenibacillus,s__Duodenibacillus massiliensis
181f0cd96f30e5a7a915730f8f961c95,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Lachnospira,NA
1998e5239af5da8c2013efc503e76a27,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_595427,f__Burkholderiaceae_A_595427,g__Parasutterella,s__Parasutterella gallistercoris
1a464dcf89b1f91c8e485c1c8cb5909e,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Roseburia,NA
1aa5b176b3ab6193f3d73efadd726586,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae_42771,g__Centipeda,NA
1b27e72fe27faf54687db4b9ebe3ec12,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,NA,NA
1bd1d203a6510bab319c97dcf7ffe4e3,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__AF33-28,s__
1c141f424855feea0ecaeb90de670f7d,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Enterocloster,s__Enterocloster asparagiformis
1c653437f6f5f9e7bb98921848a47e22,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella oris
1cea7b3f6c658f484550fbd3bdfa53fa,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__RF39,f__UBA660,g__Onthocola_B,s__Onthocola_B sp000437355
1d84d6ca2faa02c4653c546d09dad0a9,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales_993777,f__Leptotrichiaceae,g__Leptotrichia_A_993641,s__Leptotrichia_A sp001274535
1dfc3738f89d0092e1e88d62cc95f7b2,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Acetivibrionales,NA,NA,NA
1e4bd344facc51c0fef2d23727286731,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Acutalibacteraceae,g__UBA5905,s__
1ee401a8c217f4153e44ef8d64cd621d,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,NA,NA,NA,NA
1fdc3d9af5ec4dd003c4c639e20e75c8,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,g__ER4,s__
218934f0e555eea6452df29d16362f6c,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Anaerobutyricum,NA
2221e955ae1b9710690cd7b0d2ce19eb,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Ruminococcaceae,NA,NA
22e3b609734ea3fb8e054b87eb5cf834,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Sphaerochaetales,f__Sphaerochaetaceae,g__Ornithospirochaeta,s__Ornithospirochaeta sp002406055
231265ef8042fdcc02fafd3699471ba5,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales_A_737866,f__Succinivibrionaceae,g__Succinivibrio,s__Succinivibrio hippei_B
232179fe9c4ad75e510d0502a23cbbcb,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-485,s__CAG-485 sp900547755
239636d2ee0e9fdb0da88b00e56525b4,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_504705,f__Beijerinckiaceae,g__Methylobacterium,s__Methylobacterium goesingense
248aaada9882961ce03db034e414b91b,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Bariatricus,NA
24cb410ff95848b39a685ad6f5adba58,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,g__UBA2658,s__UBA2658 sp009929315
257bc53a54e599a82ad844aca9e82a2d,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Tissierellales,f__Peptoniphilaceae,g__W5053,s__
25a2fe0dc458d332f129bbec15d355e8,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales_A_737866,f__Succinivibrionaceae,g__Succinivibrio,NA
26e3f27337e200d8ef5665e6af25769a,d__Bacteria,p__Verrucomicrobiota,c__Kiritimatiellae_777934,o__RFP12,f__UBA1067,g__UBA1067,s__UBA1067 sp002449695
26fa041d498e2c04a03744b1e31bf384,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Acutalibacteraceae,g__UMGS1071,s__UMGS1071 sp900548305
27459ff116b22e4f46ef25a18b5beb9e,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,NA
274ffc1f9dacfbe9014d3244807aff78,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella rara
28468a10cc67f50153b06e5b2ecb0138,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,NA,NA
288435707928b5c53b2515a78b2d398e,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Phocaeicola_A_858004,s__Phocaeicola_A_858004 barnesiae
28cc77589f24c3d130ee365ec9e0ea63,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Peptostreptococcales,f__Peptostreptococcaceae_256921,g__Peptostreptococcus,s__Peptostreptococcus anaerobius
295e6eb61f58d1ba9dee5c7d074b384f,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Acutalibacteraceae,g__Eubacterium_R,NA
296f4375e36c2fd0e35d8340991ef4f4,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__Staphylococcales,f__Salinicoccaceae,g__Nosocomiicoccus,s__
29d34801544155c718ffb8e43a2541f1,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Lachnospira,s__Lachnospira sp000436535
2a0a05c086deab4f85d1f8087037856b,d__Bacteria,NA,NA,NA,NA,NA,NA
2a731ef5c3b61b9b8a25401f35a2f054,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Peptostreptococcales,f__Peptostreptococcaceae_256921,g__Terrisporobacter,s__Terrisporobacter mayombei
2ad661f7cb1ba9b218755fe89af03d0c,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Christensenellales,f__CAG-138,g__Aphodomorpha,s__Aphodomorpha intestinavium
2b23ba7c2c2f2f69b3f43b8502fae1ff,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Pediococcus,s__Pediococcus stilesii
2b5945499cf6a5d286a19481d9cbe8b2,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Tannerellaceae,g__Tannerella,s__Tannerella serpentiformis
2c1ef147ac583f14812de76a6240d3df,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,NA,NA
2cc86e8d604e6784696a7c15b4515923,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Ruminococcaceae,g__Ruminococcus_C_59129,NA
2cd4abe7ea7cb384264e3f13154af943,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__Sodaliphilus,s__
2d225783cf3dbbee1eab718b20a35feb,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__CAG-312,g__UMGS1490,s__UMGS1490 sp900548185
2e3c2ab6c18c5f9f73591374937c9a50,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__CAG-382,g__SFLA01,s__
2e51ebd565862e2bbf9ed57f8a8c615c,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,NA,NA
2eafac39a460cf22df706d4b784e908d,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides_H,s__Bacteroides_H faecichinchillae
2ebb951d74d3f5d13393ea9325d059a4,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Butyricicoccaceae,g__Pseudobutyricicoccus,s__
2ec401f0e6d805f01ce1b1dd823a527d,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A faecium
2f2d71af45646d4f83b61bf111c1d9ef,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Acutalibacteraceae,g__Ruminococcus_E,s__Ruminococcus_E sp900314705
31efb6bda00f148045a9db1d4ad79f3e,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,NA,NA
32992b1ba038ce5968288a43ba31facd,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Agathobacter_164119,s__
3477a4a112da0728b0a224e1894feca2,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,g__Onthomonas,s__
350f822c2149d146174b1231f2ea76f8,d__Bacteria,NA,NA,NA,NA,NA,NA
3544ad0ac4001e2ba1972a1c8e7e8a01,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Acutalibacteraceae,NA,NA
35e0e47e998879c518c8aa19b3e0ff9c,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae,g__Slackia_A,s__Slackia_A equolifaciens
36536f0a18c9da3fd21900b33946c0b1,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,NA
36ab16a2f2c28cb8870c12967de5fb26,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,g__Onthomonas,s__
36b7c34ff44bd1b5693975514f9cc057,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Alloprevotella,s__
374dacbaa483be918e0436d02e375634,d__Bacteria,p__Eremiobacterota,c__Xenobia,o__Xenobiales,f__,g__,s__
37d53bd692d62777e898c789dba27da2,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides_H,NA
3819940a61b3c11de218f924fba94cd2,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__
39b65ff57aeff1dbef02d60757fbadab,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,NA,NA
3a83e1f20068a8080484de7d076ceaeb,d__Bacteria,p__Synergistota,c__Synergistia,o__Synergistales,f__Dethiosulfovibrionaceae,g__Pyramidobacter,s__
3a85fae6b49e28c9a68afcf5076927d4,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Tannerellaceae,g__Parabacteroides_B_862066,s__Parabacteroides_B_862066 distasonis
3b00fd33a9a5d3cec00db64d8b08a90b,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,NA,NA
3b78a5fae7f53eb7043b8037a580813f,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Cryptobacteroides,s__Cryptobacteroides sp002438805
3c545633a65a702c54a62cd810798bd9,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,NA,NA
3d342cf8c6e492ff8fb78e4ec00a6bae,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Bariatricus,NA
3dc533b12d4c4d23f2ffe9e93cd3c6a5,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Merdisoma,s__
3e3f32852190223f9c5581c318d53744,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,NA,NA
3e538d868ea717055351b8d5e53214c1,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Limivivens,s__Limivivens sp900066135
3faeb244cc0c46cc37db57d472cdb4d0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,NA,NA
40181698a8110eb88d0235e6b56c0cb1,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Blautia_A_141781,s__Blautia_A_141781 faecis
407bcce1cc008cc04f24e9bc112f5d36,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__CAG-272,g__Avispirillum,s__Avispirillum sp011957885
4098f246f172cd8d5fd9be8df62ff38c,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Dialisteraceae,g__Dialister,s__Dialister micraerophilus
40ac60c7a87fa6f9ccf0a02a168b7fec,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Ruminococcaceae,g__,s__
425a898576d670a9817ef67c67303da4,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides_H,NA
43202a2ad7e92c7b003eda39f8a18c36,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Pedobacter_887417,NA
43bbaa698dcf2e5b16fca7329ca4459b,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales_A_737866,f__Enterobacteriaceae_A,g__Gilliamella,NA
4464c314e1733d2637b005f458a8886e,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides_H,NA
44daba73754ac9c7c6937ec79bded5a1,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Dialisteraceae,g__Dialister,s__Dialister succinatiphilus
44dbd82cf0dc502fe1cae2aaaee5c4eb,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,NA,NA
4639d77d126958c33b17617adca28156,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,g__Dysosmobacter,s__Dysosmobacter welbionis
46d1a9238ea390d50f539d3ccafa1e9a,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Oribacterium,s__
